latitude,longitude
31.878713,-82.278314
31.801724,-82.328709
31.689265,-82.380963
31.666797,-82.188242
31.29066,-82.716356
31.262783,-82.883206
31.327659,-83.024353
31.537783,-82.518741
31.563144,-82.387835
31.31643,-84.548089
31.332232,-84.361466
33.000857,-83.291091
33.070226,-83.148329
33.109236,-83.305584
34.438507,-83.509618
34.368014,-83.482846
34.31956,-83.584094
34.26799,-83.405199
34.029219,-83.81045
33.935485,-83.724143
33.991136,-83.59741
34.013065,-83.71168
34.342248,-84.918156
34.183807,-84.803483
34.105915,-84.734517
34.134286,-84.973205
34.258377,-84.94628
34.320406,-84.734236
31.740772,-83.147197
31.799604,-83.341609
31.392646,-83.199752
31.371464,-83.33841
31.2197,-83.189652
31.080002,-83.232039
32.802912,-83.788578
32.823044,-83.562184
32.844839,-83.689402
32.719099,-83.662634
32.415998,-83.3781
32.488817,-83.231628
31.151743,-82.136841
31.20186,-81.967424
31.246166,-81.81764
31.002245,-83.526825
30.950909,-83.682001
30.747951,-83.682985
30.687548,-83.50762
30.905147,-83.491001
30.814355,-83.556962
32.02637,-81.494082
32.152722,-81.55663
31.850203,-81.264824
32.358212,-81.680174
32.260986,-81.618726
32.564976,-81.895045
32.323208,-81.869898
32.472351,-81.754027
33.058045,-81.701734
33.190234,-81.911279
33.203886,-82.175352
32.893413,-82.197537
32.980717,-81.79614
33.054067,-82.229461
33.050182,-82.012194
33.255426,-83.876357
33.290355,-83.958221
33.314315,-84.038049
33.237173,-84.048156
33.391055,-83.935668
31.476706,-84.742113
31.562969,-84.745908
31.516967,-84.506824
31.521279,-84.62629
30.832619,-81.779398
30.828287,-81.475237
30.983212,-81.68939
32.347531,-82.140534
32.457808,-82.082155
32.376792,-81.985587
33.53353,-85.244504
33.584804,-85.034134
33.642561,-85.180998
33.459267,-85.101768
33.724788,-85.032806
33.720955,-84.950739
33.519802,-84.918098
34.918521,-85.201852
34.909656,-85.060385
34.947206,-85.239755
34.884371,-85.147132
30.926545,-82.176473
30.577901,-82.104247
31.905676,-81.000315
32.047805,-81.271422
32.171526,-81.197661
31.916852,-81.119555
31.986017,-80.919084
32.272544,-84.748796
32.371753,-84.797416
34.483269,-85.230003
34.36377,-85.416023
34.516026,-85.453829
34.48406,-85.360691
34.549923,-85.30826
34.342527,-84.379125
34.23445,-84.538902
34.165426,-84.457
34.252569,-84.333606
34.323079,-84.573684
34.113696,-84.5443
33.927979,-83.353823
33.956998,-83.479132
33.987345,-83.32385
31.562367,-84.942551
31.699038,-85.032214
33.622234,-84.431074
33.604299,-84.328359
33.477662,-84.340843
33.552242,-84.412973
30.835266,-82.670225
31.066737,-82.773071
33.997467,-84.665188
33.844578,-84.633329
33.906465,-84.545245
33.803937,-84.560717
33.961485,-84.535337
34.002898,-84.45859
33.865428,-84.682572
33.872694,-84.533841
33.849564,-84.484233
31.512848,-83.011963
31.683128,-82.902493
31.462584,-82.831669
31.474941,-82.679217
31.607008,-82.742257
31.149975,-83.597706
31.291081,-83.904598
31.143561,-83.919244
31.127614,-83.748773
31.285109,-83.66312
33.601366,-82.299936
33.539883,-82.151516
33.448091,-82.269315
31.119428,-83.427191
31.260579,-83.441399
33.275476,-84.858341
33.271508,-84.740731
33.409991,-84.810199
33.295296,-84.604082
32.761113,-84.054079
32.658935,-83.933697
31.861098,-83.704753
31.942924,-83.783586
34.802352,-85.453273
34.922102,-85.557021
34.851995,-85.485481
34.381946,-84.112113
34.487129,-84.222177
30.752905,-84.47795
30.906225,-84.578777
30.946669,-84.671359
30.871227,-84.444106
30.760571,-84.674795
31.001574,-84.457165
33.736939,-84.264205
33.907592,-84.308583
33.714423,-84.114206
33.810272,-84.14144
33.858226,-84.235178
32.119116,-83.029266
32.364543,-83.204541
32.231808,-83.1833
32.027699,-83.211816
32.176169,-83.926707
32.229084,-83.734894
32.104446,-83.759272
31.534758,-84.061418
31.52526,-84.301465
33.671006,-84.754606
33.747428,-84.676817
33.626191,-84.85149
33.742979,-84.853416
31.385338,-84.94935
31.359989,-84.727365
31.199579,-84.993751
30.7089,-82.839194
30.745401,-83.089131
32.361688,-81.343355
32.252711,-81.267147
32.482162,-81.406062
34.185059,-83.018113
34.183964,-82.783386
34.071156,-82.822838
32.559657,-82.507979
32.350824,-82.323055
32.745652,-82.250976
32.583093,-82.348301
32.546842,-82.170563
32.1172,-81.857351
32.216438,-81.914215
34.862943,-84.331657
34.917258,-84.517744
34.949548,-84.352853
34.946183,-84.232407
34.788562,-84.194951
33.321478,-84.457749
33.467028,-84.457861
33.430867,-84.556906
34.419199,-85.147454
34.156341,-85.317734
34.231049,-85.225233
34.349761,-85.06579
34.112611,-84.171414
34.279198,-84.006186
34.218634,-84.136019
34.306846,-84.145312
34.399287,-83.286564
34.453354,-83.133219
34.317636,-83.14582
34.28741,-83.270406
33.76196,-84.472378
33.64145,-84.463489
33.669059,-84.46936
33.575883,-84.543771
33.554606,-84.72608
34.071321,-84.290102
34.6264,-84.600714
34.68779,-84.483506
34.777746,-84.518776
34.688346,-84.331204
34.594695,-84.429095
33.2608,-82.576958
33.179315,-82.674583
31.168513,-81.487924
31.295858,-81.514498
31.06371,-81.41873
31.212317,-81.315073
31.22967,-81.66406
34.467842,-84.945405
34.4403,-84.764599
34.547053,-84.765656
34.549322,-84.999176
30.884609,-84.176691
30.749093,-84.309813
31.038804,-84.315453
30.738048,-84.150525
31.030628,-84.191239
30.887445,-84.317284
33.522976,-83.198031
33.652392,-83.321387
33.542634,-83.062872
33.641739,-83.037825
33.448451,-83.102339
33.699373,-83.178767
34.113949,-84.036085
34.021197,-83.90074
33.963811,-84.013617
33.877295,-84.141657
33.955248,-84.217261
33.850139,-83.983425
34.021313,-84.100196
34.679116,-83.566025
34.524963,-83.542456
34.67105,-83.402454
34.434185,-83.781342
34.16524,-83.923669
34.268611,-83.802237
34.369266,-83.685009
34.38056,-83.92607
34.23108,-83.89507
33.226406,-83.164721
33.132271,-83.03271
33.333873,-82.871501
33.30738,-82.998247
33.732799,-85.148795
33.831935,-85.138334
33.800173,-85.305429
32.708991,-84.973646
32.818477,-85.012099
32.794643,-84.756932
32.65789,-84.819187
34.412178,-83.049461
34.304305,-82.916857
34.421612,-82.938127
34.280506,-83.058869
33.377734,-85.154615
33.263807,-85.015873
33.240549,-85.174225
33.384716,-84.271951
33.375558,-84.060337
33.477669,-84.134931
33.571786,-84.225981
32.381578,-83.663937
32.469921,-83.718443
32.59256,-83.62846
31.596106,-83.110015
31.646799,-83.406273
31.565466,-83.263747
34.194375,-83.453806
34.092753,-83.550994
34.220206,-83.596531
34.093694,-83.41647
34.140223,-83.707366
33.411166,-83.721793
33.205974,-83.68977
33.32311,-83.715662
33.417301,-83.621925
31.752831,-82.725915
31.850545,-82.569611
33.024327,-82.420307
33.153325,-82.492288
32.862784,-82.425775
33.209713,-82.346552
32.849634,-81.935395
32.713341,-82.004347
32.589278,-82.622414
32.717306,-82.530171
32.721608,-82.815246
32.736379,-82.666108
32.965182,-83.531375
33.094951,-83.597117
33.023295,-84.127632
33.142109,-84.151121
31.036616,-83.002583
31.039358,-83.10826
32.624413,-82.81701
32.270181,-83.000516
32.30095,-82.840039
32.43889,-83.059649
32.578177,-82.978492
32.536134,-83.116426
32.48609,-82.774174
32.39322,-82.926317
31.725071,-84.216056
31.785217,-84.034994
31.873521,-84.195504
31.914139,-81.623396
